Order_ID,Store_ID,Store_Location,Product_Category,Product_Name,Unit_Price,Quantity,Order_Date,Total_Sales,Customer_Type
118989,WMT_7,Georgia,Clothing,Jeans,982,1,2021-12-30,982,Regular
125424,WMT_6,Washington,Toys,Puzzle,207,1,2022-04-29,207,Regular
141614,WMT_1,New York,Beauty,Lipstick,525,1,2023-03-02,525,Member
141684,WMT_5,Illinois,Pharmacy,Vitamins,623,1,2023-03-03,623,Member
139635,WMT_6,Washington,Groceries,Eggs,88,2,2023-01-23,176,Regular
155148,WMT_9,Arizona,Pharmacy,Bandage,723,1,2023-11-11,723,Regular
114852,WMT_7,Georgia,Beauty,Perfume,2044,1,2021-10-08,2044,Regular
133826,WMT_1,New York,Groceries,Eggs,36,1,2022-10-06,36,Regular
116170,WMT_4,Florida,Toys,Action Figure,3956,1,2021-11-04,3956,Regular
110086,WMT_4,Florida,Pharmacy,Vitamins,346,1,2021-07-10,346,Regular
103805,WMT_5,Illinois,Automotive,Battery,2866,1,2021-03-13,2866,Regular
128093,WMT_6,Washington,Electronics,LED TV,17116,1,2022-06-17,17116,Member
108421,WMT_4,Florida,Groceries,Eggs,117,2,2021-06-08,234,New
147693,WMT_4,Florida,Toys,Board Game,3182,1,2023-06-22,3182,Regular
102332,WMT_2,California,Groceries,Vegetables,34,1,2021-02-14,34,Regular
135276,WMT_2,California,Toys,Action Figure,2867,1,2022-11-02,2867,Member
105919,WMT_8,Colorado,Toys,Action Figure,2041,2,2021-04-22,4082,Member
117081,WMT_2,California,Clothing,Jeans,297,1,2021-11-23,297,Regular
151205,WMT_5,Illinois,Beauty,Face Cream,1068,3,2023-08-28,3204,Regular
115696,WMT_2,California,Clothing,Shorts,1278,2,2021-10-25,2556,Regular
157232,WMT_5,Illinois,Pharmacy,Vitamins,586,1,2023-12-20,586,New
129393,WMT_1,New York,Groceries,Eggs,144,1,2022-07-13,144,Member
115250,WMT_7,Georgia,Home Supplies,Detergent,960,1,2021-10-16,960,New
129853,WMT_4,Florida,Sports,Football,11378,1,2022-07-22,11378,Regular
134213,WMT_5,Illinois,Electronics,LED TV,31910,1,2022-10-13,31910,Regular
113858,WMT_1,New York,Clothing,Jacket,1663,1,2021-09-19,1663,Regular
107176,WMT_4,Florida,Electronics,Smartphone,37852,1,2021-05-16,37852,Member
123576,WMT_1,New York,Sports,Dumbbells,9363,1,2022-03-27,9363,Regular
117296,WMT_6,Washington,Groceries,Milk,47,1,2021-11-27,47,Regular
104163,WMT_9,Arizona,Groceries,Milk,168,1,2021-03-19,168,Member
132856,WMT_7,Georgia,Toys,Lego Set,3419,1,2022-09-17,3419,Regular
136741,WMT_2,California,Toys,Action Figure,697,2,2022-11-29,1394,Member
129478,WMT_10,Nevada,Clothing,Shorts,1985,1,2022-07-14,1985,Regular
147152,WMT_4,Florida,Groceries,Bread,163,2,2023-06-11,326,New
104806,WMT_2,California,Electronics,Laptop,70095,1,2021-04-01,70095,New
128580,WMT_9,Arizona,Stationery,Notebook,288,2,2022-06-26,576,Regular
100477,WMT_1,New York,Automotive,Air Freshener,6767,1,2021-01-10,6767,Regular
127683,WMT_2,California,Groceries,Vegetables,165,1,2022-06-10,165,Regular
127545,WMT_8,Colorado,Clothing,Jacket,950,1,2022-06-07,950,Regular
146906,WMT_5,Illinois,Home Supplies,Napkins,817,1,2023-06-06,817,Regular
110690,WMT_10,Nevada,Groceries,Vegetables,32,1,2021-07-21,32,New
125088,WMT_7,Georgia,Clothing,Jeans,892,1,2022-04-23,892,New
154101,WMT_10,Nevada,Toys,Action Figure,796,1,2023-10-22,796,Regular
156789,WMT_3,Texas,Groceries,Eggs,183,1,2023-12-12,183,New
132416,WMT_1,New York,Sports,Bicycle,14102,1,2022-09-10,14102,New
113944,WMT_7,Georgia,Groceries,Rice,185,3,2021-09-20,555,Member
126158,WMT_4,Florida,Groceries,Vegetables,142,1,2022-05-13,142,Regular
123146,WMT_1,New York,Groceries,Vegetables,128,1,2022-03-19,128,Regular
111266,WMT_5,Illinois,Sports,Football,12243,2,2021-08-01,24486,Regular
100274,WMT_1,New York,Sports,Yoga Mat,3957,1,2021-01-06,3957,Regular
107707,WMT_5,Illinois,Electronics,Smartphone,8771,2,2021-05-26,17542,Regular
106737,WMT_2,California,Beauty,Moisturizer,2112,1,2021-05-08,2112,New
109799,WMT_5,Illinois,Home Supplies,Soap,371,1,2021-07-04,371,Regular
123019,WMT_5,Illinois,Sports,Football,11485,1,2022-03-16,11485,Member
111381,WMT_8,Colorado,Automotive,Spark Plug,3805,2,2021-08-03,7610,Regular
102631,WMT_9,Arizona,Toys,Lego Set,1952,1,2021-02-19,1952,Regular
114351,WMT_8,Colorado,Groceries,Bread,199,1,2021-09-28,199,New
108146,WMT_7,Georgia,Automotive,Air Freshener,539,1,2021-06-03,539,Member
108252,WMT_5,Illinois,Home Supplies,Detergent,732,1,2021-06-05,732,New
148853,WMT_9,Arizona,Electronics,Laptop,9890,1,2023-07-13,9890,Regular
144883,WMT_5,Illinois,Toys,Lego Set,783,1,2023-05-01,783,Regular
123429,WMT_4,Florida,Stationery,Pen,169,1,2022-03-24,169,Regular
118574,WMT_3,Texas,Stationery,Pen,42,2,2021-12-22,84,Regular
157273,WMT_3,Texas,Groceries,Rice,40,1,2023-12-21,40,New
109060,WMT_6,Washington,Home Supplies,Toilet Paper,345,1,2021-06-20,345,Member
137608,WMT_7,Georgia,Groceries,Eggs,120,1,2022-12-16,120,Regular
102886,WMT_6,Washington,Sports,Dumbbells,9989,2,2021-02-24,19978,Member
106557,WMT_8,Colorado,Groceries,Vegetables,142,3,2021-05-04,426,Regular
146833,WMT_10,Nevada,Groceries,Bread,199,1,2023-06-04,199,Regular
127180,WMT_9,Arizona,Stationery,Pen,107,1,2022-05-31,107,Regular
122187,WMT_10,Nevada,Groceries,Vegetables,101,1,2022-02-27,101,Member
120651,WMT_8,Colorado,Stationery,Notebook,309,1,2022-01-30,309,Regular
141048,WMT_5,Illinois,Clothing,Shorts,591,1,2023-02-19,591,Regular
124179,WMT_8,Colorado,Electronics,Headphones,74991,2,2022-04-07,149982,Regular
128823,WMT_10,Nevada,Groceries,Milk,179,1,2022-07-01,179,Member
135005,WMT_4,Florida,Groceries,Milk,71,1,2022-10-28,71,Regular
129066,WMT_6,Washington,Groceries,Vegetables,113,2,2022-07-06,226,Regular
115595,WMT_4,Florida,Groceries,Milk,96,2,2021-10-23,192,New
134761,WMT_6,Washington,Sports,Football,11109,1,2022-10-23,11109,Regular
138950,WMT_5,Illinois,Groceries,Vegetables,145,1,2023-01-11,145,Regular
116430,WMT_5,Illinois,Groceries,Bread,136,1,2021-11-09,136,New
124445,WMT_4,Florida,Sports,Bicycle,4947,1,2022-04-12,4947,Regular
141055,WMT_6,Washington,Electronics,Camera,52154,1,2023-02-19,52154,New
105565,WMT_10,Nevada,Stationery,Marker,74,1,2021-04-15,74,Member
149111,WMT_8,Colorado,Groceries,Rice,21,1,2023-07-18,21,Member
109247,WMT_1,New York,Stationery,Pen,216,1,2021-06-24,216,Member
141604,WMT_9,Arizona,Groceries,Rice,116,1,2023-03-01,116,Regular
149390,WMT_3,Texas,Beauty,Shampoo,1966,2,2023-07-24,3932,Member
111754,WMT_1,New York,Pharmacy,Bandage,70,1,2021-08-11,70,Member
128486,WMT_5,Illinois,Beauty,Face Cream,1699,1,2022-06-25,1699,Regular
128375,WMT_2,California,Groceries,Rice,123,1,2022-06-23,123,New
139297,WMT_8,Colorado,Groceries,Milk,98,1,2023-01-17,98,Regular
144622,WMT_2,California,Home Supplies,Napkins,948,1,2023-04-27,948,Regular
107609,WMT_6,Washington,Groceries,Eggs,64,1,2021-05-24,64,Member
141039,WMT_3,Texas,Sports,Bicycle,3077,1,2023-02-19,3077,Regular
108565,WMT_1,New York,Stationery,Stapler,208,1,2021-06-11,208,Regular
131486,WMT_4,Florida,Sports,Bicycle,2195,1,2022-08-22,2195,Regular
128200,WMT_5,Illinois,Clothing,T-Shirt,1171,2,2022-06-19,2342,Regular
116204,WMT_9,Arizona,Automotive,Battery,3984,1,2021-11-04,3984,Regular
137668,WMT_9,Arizona,Clothing,Dress,1188,1,2022-12-17,1188,Member
103936,WMT_7,Georgia,Automotive,Car Oil,6421,1,2021-03-15,6421,New
107688,WMT_1,New York,Automotive,Battery,2725,1,2021-05-26,2725,Member
157301,WMT_10,Nevada,Toys,Board Game,2100,1,2023-12-21,2100,Member
136184,WMT_3,Texas,Clothing,Dress,242,2,2022-11-19,484,Regular
112089,WMT_7,Georgia,Stationery,Marker,221,1,2021-08-16,221,Regular
103503,WMT_4,Florida,Sports,Tennis Racket,14898,1,2021-03-07,14898,Regular
128924,WMT_9,Arizona,Sports,Tennis Racket,12008,1,2022-07-03,12008,Member
108493,WMT_8,Colorado,Home Supplies,Soap,441,1,2021-06-09,441,Regular
115297,WMT_5,Illinois,Stationery,Notebook,185,3,2021-10-17,555,Regular
152107,WMT_1,New York,Groceries,Eggs,121,1,2023-09-15,121,Member
117929,WMT_5,Illinois,Sports,Dumbbells,7129,1,2021-12-09,7129,Member
154030,WMT_8,Colorado,Stationery,Marker,276,1,2023-10-21,276,New
103654,WMT_5,Illinois,Sports,Yoga Mat,2435,1,2021-03-10,2435,Regular
136519,WMT_8,Colorado,Beauty,Lipstick,2972,1,2022-11-25,2972,Regular
155004,WMT_5,Illinois,Groceries,Eggs,176,1,2023-11-09,176,Regular
152292,WMT_5,Illinois,Pharmacy,Vitamins,169,1,2023-09-18,169,Regular
137232,WMT_5,Illinois,Groceries,Milk,87,1,2022-12-08,87,Regular
142960,WMT_6,Washington,Automotive,Spark Plug,2667,1,2023-03-26,2667,Member
139209,WMT_1,New York,Electronics,Headphones,54586,1,2023-01-16,54586,Regular
142668,WMT_8,Colorado,Beauty,Lipstick,493,1,2023-03-21,493,Regular
154532,WMT_5,Illinois,Beauty,Face Cream,2665,1,2023-10-31,2665,Member
121394,WMT_4,Florida,Electronics,Smartphone,27611,1,2022-02-13,27611,New
123588,WMT_2,California,Electronics,Laptop,15159,1,2022-03-27,15159,Regular
110198,WMT_3,Texas,Clothing,T-Shirt,1998,1,2021-07-12,1998,Regular
101165,WMT_3,Texas,Toys,Doll,2722,1,2021-01-23,2722,Member
130794,WMT_3,Texas,Groceries,Rice,30,1,2022-08-09,30,New
143412,WMT_1,New York,Home Supplies,Broom,617,1,2023-04-04,617,Regular
120034,WMT_3,Texas,Home Supplies,Toilet Paper,493,1,2022-01-18,493,Member
110093,WMT_5,Illinois,Sports,Yoga Mat,444,1,2021-07-10,444,Regular
133295,WMT_9,Arizona,Clothing,T-Shirt,248,1,2022-09-25,248,Regular
126169,WMT_7,Georgia,Pharmacy,Vitamins,682,1,2022-05-13,682,Regular
151311,WMT_7,Georgia,Clothing,Dress,1136,1,2023-08-30,1136,Member
131124,WMT_5,Illinois,Electronics,Smartphone,5248,1,2022-08-15,5248,Regular
133890,WMT_4,Florida,Automotive,Spark Plug,5711,1,2022-10-07,5711,Member
132570,WMT_3,Texas,Clothing,Jacket,1512,1,2022-09-12,1512,Regular
152587,WMT_5,Illinois,Stationery,Stapler,115,1,2023-09-24,115,Regular
133176,WMT_7,Georgia,Toys,Board Game,1101,1,2022-09-23,1101,Regular
139338,WMT_7,Georgia,Groceries,Vegetables,113,1,2023-01-18,113,Member
156154,WMT_2,California,Groceries,Milk,146,1,2023-11-30,146,Regular
142897,WMT_5,Illinois,Electronics,Headphones,24267,1,2023-03-25,24267,Member
120484,WMT_5,Illinois,Clothing,Jeans,1050,1,2022-01-27,1050,Regular
153477,WMT_8,Colorado,Automotive,Car Oil,1981,1,2023-10-11,1981,Regular
145427,WMT_7,Georgia,Home Supplies,Napkins,88,1,2023-05-10,88,Regular
138546,WMT_9,Arizona,Clothing,Jacket,553,2,2023-01-03,1106,Member
157508,WMT_6,Washington,Automotive,Spark Plug,2916,1,2023-12-25,2916,Regular
118383,WMT_3,Texas,Stationery,Calculator,67,2,2021-12-18,134,Regular
122359,WMT_7,Georgia,Groceries,Rice,69,1,2022-03-03,69,Regular
156937,WMT_5,Illinois,Pharmacy,Vitamins,70,1,2023-12-15,70,Regular
142997,WMT_4,Florida,Automotive,Wiper,5828,1,2023-03-27,5828,Member
110594,WMT_10,Nevada,Stationery,Marker,296,1,2021-07-19,296,Regular
124964,WMT_9,Arizona,Pharmacy,Painkiller,487,2,2022-04-21,974,Member
105126,WMT_1,New York,Clothing,T-Shirt,1231,1,2021-04-07,1231,Regular
108467,WMT_5,Illinois,Sports,Tennis Racket,11551,1,2021-06-09,11551,Regular
147564,WMT_9,Arizona,Groceries,Rice,111,1,2023-06-19,111,Member
156627,WMT_2,California,Stationery,Notebook,377,1,2023-12-09,377,Regular
107271,WMT_3,Texas,Groceries,Eggs,49,1,2021-05-18,49,Member
129404,WMT_4,Florida,Home Supplies,Broom,479,1,2022-07-13,479,Regular
109977,WMT_1,New York,Sports,Bicycle,7773,1,2021-07-08,7773,Regular
153254,WMT_6,Washington,Electronics,Laptop,53125,1,2023-10-07,53125,Regular
124391,WMT_3,Texas,Groceries,Vegetables,194,1,2022-04-11,194,Regular
132759,WMT_9,Arizona,Beauty,Moisturizer,1892,1,2022-09-15,1892,New
131896,WMT_7,Georgia,Beauty,Lipstick,258,1,2022-08-30,258,Regular
127616,WMT_9,Arizona,Electronics,Laptop,16653,1,2022-06-08,16653,Member
123826,WMT_4,Florida,Groceries,Bread,153,1,2022-04-01,153,Regular
120110,WMT_2,California,Toys,Puzzle,3123,1,2022-01-20,3123,Regular
113763,WMT_4,Florida,Automotive,Car Oil,3213,1,2021-09-17,3213,Regular
149941,WMT_5,Illinois,Groceries,Rice,110,2,2023-08-03,220,New
122817,WMT_9,Arizona,Electronics,Headphones,49215,2,2022-03-12,98430,Regular
107512,WMT_8,Colorado,Stationery,Pen,158,1,2021-05-22,158,Member
120941,WMT_4,Florida,Pharmacy,Antacid,645,3,2022-02-05,1935,Regular
107361,WMT_9,Arizona,Clothing,T-Shirt,1460,3,2021-05-19,4380,Member
131054,WMT_3,Texas,Pharmacy,Painkiller,406,1,2022-08-14,406,Member
123901,WMT_6,Washington,Beauty,Moisturizer,698,1,2022-04-02,698,Regular
130586,WMT_6,Washington,Clothing,Jacket,385,1,2022-08-05,385,Regular
157272,WMT_2,California,Electronics,Camera,16524,1,2023-12-21,16524,New
152298,WMT_7,Georgia,Groceries,Milk,124,2,2023-09-18,248,Regular
105752,WMT_10,Nevada,Stationery,Notebook,180,1,2021-04-18,180,Regular
151810,WMT_4,Florida,Groceries,Rice,69,1,2023-09-09,69,Member
109695,WMT_5,Illinois,Stationery,Notebook,142,1,2021-07-02,142,Regular
150212,WMT_1,New York,Groceries,Eggs,64,1,2023-08-09,64,Regular
126365,WMT_9,Arizona,Groceries,Vegetables,173,1,2022-05-16,173,Regular
117171,WMT_9,Arizona,Beauty,Moisturizer,1690,3,2021-11-24,5070,Regular
113294,WMT_3,Texas,Groceries,Eggs,47,1,2021-09-09,47,Regular
148116,WMT_3,Texas,Clothing,Shorts,1049,1,2023-06-30,1049,Regular
128981,WMT_10,Nevada,Groceries,Bread,195,1,2022-07-04,195,Member
105719,WMT_4,Florida,Sports,Football,12285,1,2021-04-18,12285,New
114866,WMT_10,Nevada,Automotive,Air Freshener,6767,2,2021-10-08,13534,Regular
110947,WMT_5,Illinois,Electronics,Headphones,5177,1,2021-07-26,5177,Member
136287,WMT_3,Texas,Pharmacy,Vitamins,628,1,2022-11-21,628,Regular
124024,WMT_7,Georgia,Stationery,Marker,376,1,2022-04-04,376,Regular
126492,WMT_7,Georgia,Groceries,Eggs,134,2,2022-05-19,268,Regular
143976,WMT_7,Georgia,Groceries,Eggs,122,1,2023-04-14,122,Regular
132541,WMT_9,Arizona,Stationery,Pen,74,1,2022-09-11,74,Regular
121996,WMT_9,Arizona,Automotive,Battery,2699,1,2022-02-24,2699,New
107682,WMT_10,Nevada,Toys,Lego Set,1326,1,2021-05-25,1326,Regular
153323,WMT_8,Colorado,Clothing,T-Shirt,1251,2,2023-10-08,2502,Regular
121999,WMT_10,Nevada,Clothing,Dress,589,1,2022-02-24,589,Regular
129648,WMT_2,California,Home Supplies,Detergent,459,1,2022-07-18,459,Member
139643,WMT_8,Colorado,Pharmacy,Bandage,653,1,2023-01-23,653,Regular
103271,WMT_7,Georgia,Beauty,Lipstick,2274,1,2021-03-03,2274,Regular
101004,WMT_3,Texas,Groceries,Milk,38,1,2021-01-20,38,Regular
113652,WMT_5,Illinois,Automotive,Battery,7503,3,2021-09-15,22509,Regular
141345,WMT_2,California,Automotive,Car Oil,5235,1,2023-02-25,5235,Regular
156679,WMT_1,New York,Electronics,Smartphone,7637,1,2023-12-10,7637,Member
122288,WMT_8,Colorado,Clothing,Jacket,1437,1,2022-03-01,1437,New
135238,WMT_3,Texas,Stationery,Pen,106,1,2022-11-01,106,Regular
129899,WMT_2,California,Stationery,Marker,287,1,2022-07-23,287,Regular
135850,WMT_9,Arizona,Automotive,Wiper,5647,1,2022-11-12,5647,Regular
113913,WMT_1,New York,Groceries,Milk,183,1,2021-09-20,183,Regular
144593,WMT_5,Illinois,Beauty,Moisturizer,1861,1,2023-04-26,1861,Regular
128856,WMT_6,Washington,Stationery,Calculator,356,1,2022-07-02,356,Regular
139570,WMT_4,Florida,Groceries,Bread,40,1,2023-01-22,40,New
123095,WMT_10,Nevada,Pharmacy,Bandage,627,1,2022-03-17,627,Regular
128255,WMT_6,Washington,Groceries,Milk,195,1,2022-06-20,195,Regular
133153,WMT_2,California,Pharmacy,Cough Syrup,547,1,2022-09-23,547,Regular
155842,WMT_10,Nevada,Pharmacy,Cough Syrup,294,3,2023-11-24,882,Regular
149356,WMT_7,Georgia,Stationery,Pen,355,2,2023-07-23,710,Regular
144912,WMT_10,Nevada,Groceries,Bread,24,1,2023-05-01,24,Regular
113753,WMT_3,Texas,Electronics,Laptop,22202,1,2021-09-17,22202,Member
146465,WMT_2,California,Groceries,Eggs,97,1,2023-05-29,97,Regular
119984,WMT_3,Texas,Toys,Action Figure,1686,1,2022-01-17,1686,Regular
144555,WMT_6,Washington,Clothing,Shorts,1590,1,2023-04-25,1590,Regular
138308,WMT_3,Texas,Pharmacy,Painkiller,464,2,2022-12-30,928,New
152702,WMT_10,Nevada,Beauty,Perfume,2955,1,2023-09-26,2955,Regular
109697,WMT_5,Illinois,Clothing,Jeans,1904,1,2021-07-02,1904,Member
131305,WMT_3,Texas,Stationery,Calculator,128,1,2022-08-19,128,Member
141219,WMT_1,New York,Toys,Board Game,745,1,2023-02-23,745,Regular
102529,WMT_9,Arizona,Sports,Football,14779,2,2021-02-17,29558,Regular
117213,WMT_7,Georgia,Sports,Bicycle,759,2,2021-11-25,1518,Regular
132205,WMT_6,Washington,Stationery,Notebook,223,1,2022-09-05,223,Regular
144432,WMT_3,Texas,Clothing,Dress,605,1,2023-04-23,605,Regular
111496,WMT_2,California,Pharmacy,Bandage,719,1,2021-08-06,719,Member
121982,WMT_7,Georgia,Groceries,Vegetables,156,1,2022-02-24,156,Regular
145756,WMT_4,Florida,Automotive,Air Freshener,3490,1,2023-05-16,3490,Regular
133010,WMT_2,California,Stationery,Pen,365,2,2022-09-20,730,Member
134425,WMT_5,Illinois,Groceries,Bread,156,1,2022-10-17,156,New
116095,WMT_7,Georgia,Stationery,Pen,103,1,2021-11-02,103,Regular
110993,WMT_4,Florida,Stationery,Notebook,132,1,2021-07-27,132,Regular
105090,WMT_3,Texas,Automotive,Car Oil,7944,1,2021-04-06,7944,New
117480,WMT_7,Georgia,Beauty,Moisturizer,1108,1,2021-11-30,1108,Regular
136589,WMT_8,Colorado,Home Supplies,Toilet Paper,96,1,2022-11-26,96,Regular
112002,WMT_2,California,Toys,Doll,1826,1,2021-08-15,1826,Regular
134194,WMT_1,New York,Home Supplies,Detergent,120,1,2022-10-13,120,Regular
108250,WMT_5,Illinois,Beauty,Lipstick,1592,1,2021-06-05,1592,Regular
115057,WMT_5,Illinois,Groceries,Bread,76,1,2021-10-12,76,Regular
103736,WMT_3,Texas,Pharmacy,Bandage,246,1,2021-03-12,246,Regular
141716,WMT_10,Nevada,Home Supplies,Toilet Paper,491,1,2023-03-03,491,Regular
132388,WMT_4,Florida,Groceries,Rice,74,1,2022-09-09,74,Regular
115459,WMT_9,Arizona,Home Supplies,Soap,155,1,2021-10-20,155,New
128846,WMT_5,Illinois,Stationery,Pen,390,1,2022-07-02,390,Member
130692,WMT_2,California,Groceries,Vegetables,74,2,2022-08-07,148,Member
144709,WMT_7,Georgia,Home Supplies,Broom,690,1,2023-04-28,690,Member
152759,WMT_1,New York,Groceries,Rice,122,1,2023-09-28,122,New
151648,WMT_10,Nevada,Sports,Football,4620,1,2023-09-05,4620,New
102609,WMT_6,Washington,Groceries,Vegetables,143,1,2021-02-19,143,Regular
115656,WMT_5,Illinois,Clothing,Dress,1663,1,2021-10-24,1663,Member
151874,WMT_6,Washington,Beauty,Face Cream,2893,1,2023-09-10,2893,Regular
149820,WMT_2,California,Clothing,Jacket,1855,1,2023-08-01,1855,Regular
154170,WMT_4,Florida,Pharmacy,Painkiller,384,1,2023-10-24,384,Regular
101464,WMT_1,New York,Pharmacy,Antacid,644,1,2021-01-29,644,Regular
138727,WMT_3,Texas,Groceries,Bread,64,2,2023-01-07,128,Regular
119335,WMT_1,New York,Stationery,Marker,203,1,2022-01-06,203,Regular
134459,WMT_2,California,Groceries,Vegetables,32,1,2022-10-18,32,Member
128067,WMT_2,California,Stationery,Marker,244,1,2022-06-17,244,Regular
109599,WMT_5,Illinois,Groceries,Bread,104,2,2021-06-30,208,Member
116040,WMT_7,Georgia,Beauty,Face Cream,1160,1,2021-11-01,1160,Regular
120780,WMT_5,Illinois,Pharmacy,Vitamins,150,1,2022-02-02,150,Regular
113535,WMT_6,Washington,Toys,Doll,3154,1,2021-09-13,3154,New
107003,WMT_3,Texas,Home Supplies,Napkins,148,1,2021-05-13,148,Member
114075,WMT_4,Florida,Pharmacy,Antacid,366,1,2021-09-23,366,Regular
128538,WMT_4,Florida,Toys,Doll,2912,1,2022-06-26,2912,Regular
153845,WMT_2,California,Beauty,Shampoo,2401,1,2023-10-18,2401,Member
105370,WMT_1,New York,Beauty,Shampoo,1298,1,2021-04-12,1298,Regular
118400,WMT_7,Georgia,Home Supplies,Napkins,210,2,2021-12-18,420,Regular
113054,WMT_8,Colorado,Stationery,Marker,254,1,2021-09-04,254,Regular
117519,WMT_7,Georgia,Groceries,Milk,27,1,2021-12-01,27,Regular
108529,WMT_4,Florida,Beauty,Perfume,591,1,2021-06-10,591,Regular
156428,WMT_3,Texas,Toys,Lego Set,161,1,2023-12-05,161,Member
150869,WMT_9,Arizona,Stationery,Stapler,26,1,2023-08-21,26,Regular
126882,WMT_3,Texas,Groceries,Bread,146,2,2022-05-26,292,Regular
139548,WMT_1,New York,Groceries,Bread,116,1,2023-01-22,116,Regular
151846,WMT_10,Nevada,Stationery,Notebook,68,1,2023-09-09,68,Regular
139432,WMT_1,New York,Groceries,Bread,30,1,2023-01-20,30,New
121478,WMT_8,Colorado,Groceries,Milk,41,1,2022-02-14,41,Regular
155619,WMT_6,Washington,Home Supplies,Napkins,717,1,2023-11-20,717,Member
140572,WMT_10,Nevada,Home Supplies,Detergent,942,2,2023-02-10,1884,New
151781,WMT_7,Georgia,Stationery,Notebook,248,1,2023-09-08,248,Member
156714,WMT_8,Colorado,Sports,Football,7153,2,2023-12-10,14306,Member
137029,WMT_4,Florida,Groceries,Bread,78,1,2022-12-04,78,Member
139017,WMT_10,Nevada,Groceries,Eggs,145,1,2023-01-12,145,Regular
100463,WMT_9,Arizona,Stationery,Pen,228,1,2021-01-09,228,Regular
134988,WMT_1,New York,Groceries,Bread,58,2,2022-10-28,116,Regular
101585,WMT_2,California,Clothing,Shorts,854,1,2021-01-31,854,Regular
132179,WMT_1,New York,Automotive,Spark Plug,5694,1,2022-09-05,5694,Regular
149980,WMT_3,Texas,Groceries,Milk,28,1,2023-08-04,28,Regular
128050,WMT_8,Colorado,Pharmacy,Painkiller,614,1,2022-06-16,614,Regular
133035,WMT_8,Colorado,Beauty,Lipstick,2845,1,2022-09-20,2845,Regular
117352,WMT_5,Illinois,Automotive,Wiper,2288,1,2021-11-28,2288,Member
113758,WMT_4,Florida,Groceries,Milk,148,1,2021-09-17,148,Regular
113903,WMT_9,Arizona,Groceries,Bread,47,1,2021-09-19,47,Regular
